Purchase ID,User ID,Product ID,Service,Cost
35831774,174955,648367,Designated Support Engineer(DSE),
51838420,174955,648367,PCAAS for Business,
59941852,174955,648367,Tech Direct,
82263060,174955,648367,Secure Remote Services,
97184006,549389,985473,Accidental Damage Service,
29434928,466832,207552,Designated Support Engineer(DSE),
88167882,203380,207552,Designated Support Engineer(DSE),
15973443,915991,207552,Designated Support Engineer(DSE),
26064503,289172,386534,MyService360,
25524292,914365,207552,Secure Remote Services,
76978506,971242,386534,ProSupport Flex,
54525674,503248,386534,ProSupport Plus,
64202216,521540,985473,Keep Your Hard Drive,
32046515,790395,985473,Premium Support Plus,
67022330,734861,985473,Premium Support,
49568138,592815,207552,Secure Remote Services,
53345471,592815,207552,Secure Remote Services,
56286523,556008,207552,Secure Remote Services,
88314710,556008,207552,Tech Direct,
72755789,888597,457953,Accidental Damage Service,
47839482,946550,386534,Pro Support One for Data Center,
16591341,438869,207552,Tech Direct,
78093176,685600,985473,Base Warranty,
59531486,829901,386534,Optimize for Storage,
14888831,829901,386534,Technical Account Manager(TAM),
85418546,829901,386534,Service Account Manager(SAM),
40344023,829901,386534,Designated Support Engineer(DSE),
88620290,354626,386534,PCAAS for Business,
82276601,354626,386534,Tech Direct,
79528140,296454,386534,Secure Remote Services,
51140345,296454,386534,MyService360,
84805498,296454,386534,ProSupport Flex,
48866854,296454,386534,ProSupport Plus,
97814204,296454,386534,Pro Support One for Data Center,
54117557,867400,386534,Optimize for Storage,
55577133,354161,207552,Tech Direct,
90541063,906193,985473,Warranty Extension,
77319629,602041,207552,Tech Direct,
17621589,514224,985473,FIX your PC,
73135076,834046,648367,Technical Account Manager(TAM),
83805386,538803,207552,Tech Direct,
16844803,487412,985473,Tech Direct,
57488212,286281,985473,Secure Remote Services,
66817343,788924,985473,Accidental Damage Service,
52984656,416576,648367,Service Account Manager(SAM),
70903643,960215,648367,Designated Support Engineer(DSE),
82411896,549513,648367,PCAAS for Business,
86817979,509864,648367,Tech Direct,
25450022,832966,648367,Secure Remote Services,
95408645,832966,648367,Optimize for Storage,
49420918,832966,648367,Optimize for Storage,
75484228,306746,207552,Optimize for Storage,
65957620,945031,985473,Keep Your Hard Drive,
80616016,684637,207552,Optimize for Storage,
70142713,891328,648367,Optimize for Storage,
93960690,383614,207552,Optimize for Storage,
72636183,180789,207552,Optimize for Storage,
71706891,356050,457953,Keep Your Hard Drive,
78041680,185465,763457,Support Assist,
99952219,687184,648367,Optimize for Storage,
41984944,489916,648367,Optimize for Storage,
86950766,435833,985473,Premium Support Plus,
52221272,702411,985473,Premium Support,
73632031,645244,457953,Premium Support Plus,
72271266,755710,648367,PCAAS for Business,
69175559,329638,763457,TechDirect,
25134835,947428,763457,Warranty Extension,
94683346,353117,207552,Optimize for Storage,
79895174,525537,207552,Optimize for Storage,
10346279,117598,648367,PCAAS for Business,
62752438,957898,648367,ProSupport Flex,
49028107,643106,648367,ProSupport Flex,
13932524,691376,763457,Premium Support Plus,
84719739,290435,207552,Service Account Manager(SAM),
32600198,428318,457953,Premium Support,
53081478,709493,648367,ProSupport Flex,
66934828,837051,648367,ProSupport Flex,
44890592,818907,207552,Service Account Manager(SAM),
15182820,613084,207552,Service Account Manager(SAM),
86091168,400205,763457,Premium Support,
49113227,363221,985473,Base Warranty,
66087596,445473,207552,Service Account Manager(SAM),
36376263,229262,207552,Service Account Manager(SAM),
81716636,952927,207552,Service Account Manager(SAM),
78746177,723502,763457,Keep Your Hard Drive,
61430998,642626,648367,ProSupport Flex,
29192790,470485,763457,Warranty Extension,
85636327,620100,207552,Service Account Manager(SAM),
18375463,771679,207552,,
10157136,904561,207552,,
81667076,465279,985473,Warranty Extension,
15182270,293923,985473,FIX your PC,
95984742,331158,648367,ProSupport Flex,
57580148,483286,648367,ProSupport Flex,
82667209,957621,207552,,
31269791,464683,648367,ProSupport Flex,
77877315,431073,457953,Warranty Extension,
90634798,346953,207552,,
28637066,209718,985473,Tech Direct,
23488351,179094,207552,,
13288605,209065,207552,,
51372110,915973,207552,,
11057257,793674,763457,ProSupport,
48719191,915973,207552,,
48719190,665291,207552,,
27391693,258503,457953,Support Assist,
48353459,910235,763457,Base Warranty,
95428261,605376,207552,,
68259640,291167,763457,Accidental Damage Service,
54438153,864600,207552,,
94581746,862997,648367,,
54438154,864600,207552,,
38525475,989496,985473,Secure Remote Services,
88124505,411593,207552,,
93415053,462737,985473,Accidental Damage Service,
90158159,634772,207552,,
14805399,864491,207552,,
99743067,771200,648367,Tech Direct,
47226913,541253,763457,Support Assist,
92008191,704999,207552,,
66143665,847603,763457,TechDirect,
54370719,462706,164378,,
24821032,988654,763457,FIX your PC,
93857314,130373,648367,Tech Direct,
12090777,490970,648367,,
76181198,885253,457953,TechDirect,
26375593,996402,763457,Warranty Extension,
28450583,947623,164378,,
69793039,184402,457953,Base Warranty,
27970782,924964,648367,,
28450584,947623,164378,,
34040340,183909,164378,,
14752423,354069,164378,,
53175938,613719,164378,,
30049215,357718,648367,,
88894969,834650,648367,,
28377546,888177,648367,,
36938406,888177,648367,,
48268964,888177,648367,,
24177043,663522,164378,,
29406719,807484,985473,,
76268716,576715,763457,Premium Support Plus,
25389847,387891,164378,,
70374335,875533,648367,,
55253778,704654,648367,,
22790560,396706,985473,,
15804202,837859,457953,Pro Support,
77319882,906924,648367,,
25389847,387891,164378,,
33286412,244379,164378,,
60575550,431394,763457,Premium Support,
93401609,549982,985473,,
64519478,766429,164378,,
43153963,344898,164378,,
10219861,426061,386534,,
58370309,788422,763457,Keep Your Hard Drive,
98072906,494903,164378,,
28776820,939209,164378,,
58943616,415047,386534,,
65412679,172373,164378,,
74130413,956982,763457,Warranty Extension,
66788644,377842,164378,,
93566415,735648,386534,,
78917249,735648,386534,,
68508237,735648,386534,,
99533019,735648,386534,,
19118612,735648,386534,,
52190525,735648,386534,,
20309343,856621,164378,,
71248928,410532,386534,,
28965053,387199,763457,Base Warranty,
43475691,486442,386534,,
33661541,712096,457953,Pro Support,
91719058,187207,164378,,
31424199,583435,763457,Base Warranty,
53736454,652292,386534,,
38752943,839764,386534,,
35184373,817441,164378,,
75840225,319686,164378,,
75840225,319686,164378,,
92229879,340456,763457,ProSupport,
84002970,862292,164378,,
62574747,155455,386534,,
40981988,755512,763457,Base Warranty,
52665849,350036,457953,Pro Support,
51593849,660160,164378,,
53018020,615367,457953,Pro Support,
27690320,926340,164378,,
38947273,741414,985473,,
95003253,552215,457953,Pro Support,
93464938,629523,386534,,
99552697,257355,164378,,
89578947,405704,386534,,
44437643,809563,457953,Base Warranty,
35181463,551274,386534,,
85876064,410721,457953,TechDirect,
99552698,257355,164378,,
56794696,411970,386534,,
32593156,502786,164378,,
34315393,779981,164378,,
29988388,243913,457953,Optimize for Storage,
34021962,465563,763457,Accidental Damage Service,
49656372,126947,164378,,
37576911,997123,386534,,
14740880,768053,164378,,
87648716,922004,386534,,
37068860,893257,386534,,
54229801,513516,763457,Support Assist,
30557303,550688,386534,,
60814539,578658,164378,,
68254137,687401,164378,,
93722052,616542,386534,,
44392467,229674,386534,,
35375291,910839,386534,,
84522668,916771,457953,Accidental Damage Service,
77668888,917366,386534,,
66704034,138184,457953,Keep Your Hard Drive,
85018245,752368,164378,,
85018246,752368,164378,,
40915957,246567,164378,,
50475557,364826,164378,,
68407111,818588,763457,TechDirect,
41090325,976130,164378,,
59283193,113693,164378,,
80675301,259326,457953,Premium Support Plus,
53458716,203015,386534,,
37797974,507960,164378,,
19612655,685086,386534,,
44585314,377827,457953,Premium Support,
11059289,793908,386534,,
13028667,562756,164378,,
10762655,593831,164378,,
72273157,654413,985473,,
93854956,177908,386534,,
37330521,213923,763457,FIX your PC,
52218544,453046,457953,Warranty Extension,
20111510,416395,164378,,
41014374,428638,985473,,
80065943,185040,985473,,
53011244,369773,985473,,
65016126,509313,164378,,
89148188,842810,386534,,
67061345,641526,457953,Support Assist,
51153639,347756,763457,Warranty Extension,
65016127,509313,164378,,
94481922,310825,164378,,
86563839,676338,164378,,
51174808,982306,457953,Po,
95388424,912439,763457,Premium Support Plus,
91604161,300153,164378,,
44000833,324892,386534,,
56439218,742590,386534,,
74219726,402636,457953,Pro Support,
49909199,405301,763457,Premium Support,
94958086,948900,763457,Keep Your Hard Drive,
62819909,718875,164378,,
45619259,484415,164378,,
53746446,350283,985473,,
96733356,765212,386534,,
62529867,760606,985473,,
41944522,331661,457953,Optimize for Storage,
54693019,224563,457953,,
26226050,449882,386534,,
77956971,450738,386534,,
32113200,806622,763457,Warranty Extension,
51533778,385833,386534,,
55752694,763163,763457,Base Warranty,
16531891,897397,164378,,
76536102,862696,386534,,
45672595,696128,457953,,
33245513,396732,985473,,
30260834,525550,763457,Support Assist,
28254352,391646,164378,,
66125167,869042,457953,,
53674254,265358,763457,TechDirect,
95347644,868673,763457,FIX your PC,
42477341,626383,386534,,
22461769,150291,164378,,
35578606,909677,386534,,
77050289,138191,985473,,
55230601,321519,985473,,
29382049,776039,386534,,
22461770,150291,164378,,
48538464,121192,164378,,
29651591,348481,164378,,
94385070,156143,164378,,
18132508,986792,164378,,
32920278,567275,648367,,
56544745,441872,164378,,
71883357,247716,985473,,
40997284,707951,164378,,
15158583,749500,763457,Warranty Extension,
74460409,302532,457953,,
90513458,554841,985473,,
66432493,341481,648367,,
60674524,406419,164378,,
71914898,548138,648367,,
52566587,613380,763457,Premium Support Plus,
64399173,668685,648367,,
80785691,805231,648367,,
80785690,805231,648367,,
97929771,765983,648367,,
62583871,383673,985473,,
81248340,308543,763457,Premium Support,
97703656,811224,648367,,
36667817,637979,763457,Keep Your Hard Drive,
91909555,431097,763457,Warranty Extension,
93525757,509371,985473,,
87358745,290554,164378,,
50519522,398989,164378,,
31821564,551061,164378,,
76944244,384939,164378,,
98827062,179692,648367,,
74896897,628495,648367,,
32629943,394010,648367,,
13892250,372801,648367,,
97975156,999307,763457,Base Warranty,
23197444,486707,164378,,
50777532,312646,648367,,
26322755,581520,763457,Base Warranty,
82025374,701494,985473,,
95325080,617343,164378,,
49488339,653595,457953,,
24615325,248995,457953,,
92336823,739214,164378,,
78257446,939293,457953,,
48051956,382405,164378,,
56657449,978581,164378,,
91594139,802411,763457,Accidental Damage Service,
46375741,438290,164378,,
62317893,375215,763457,Support Assist,
28056868,419637,648367,,
14025272,887447,648367,,
45719344,736349,648367,,
59720508,710423,457953,,
39080837,392529,457953,,
85299557,922113,457953,,
54111947,994548,164378,,
45652426,849237,648367,,
79426656,124742,763457,TechDirect,
71877381,612842,457953,,
54667485,149140,457953,,
87749572,927344,763457,FIX your PC,
54111948,994548,164378,,
53906964,375880,164378,,
76357871,403048,164378,,
26210028,258773,648367,,
64724952,602135,985473,,
35927760,673774,763457,Warranty Extension,
24974501,875902,985473,,
52614588,296157,457953,Pro Support,
10918974,788810,164378,,
77249709,328375,648367,,
83000367,601554,164378,,
73597086,828621,648367,,
56439191,285385,763457,Premium Support Plus,
72883363,556750,164378,,
11546058,428798,164378,,
20512542,920890,164378,,
49185390,619908,985473,,
88370027,608086,457953,,
73119635,887855,648367,,
86303305,593416,457953,,
48375505,453240,164378,,
36174240,333131,457953,,
84189694,704255,763457,Premium Support,
15167202,836272,164378,,
18085114,870724,648367,,
27206874,309197,164378,,
44003019,868288,648367,,
84085977,289702,648367,,
90053897,229399,763457,Keep Your Hard Drive,
62649504,409602,457953,,
78495804,926666,763457,Warranty Extension,
44074652,146904,164378,,
76782395,783011,648367,,
40538216,373115,457953,,
61338138,829747,985473,,
91782965,390136,985473,,
18876533,418115,648367,,
96917678,595624,763457,Base Warranty,
57793498,334312,164378,,
17069597,693498,985473,,
39697752,612413,457953,,
42254433,477357,457953,,
64627877,406344,648367,,
22428754,659040,985473,,
27013513,393086,985473,,
12922471,547881,985473,,
69380898,401585,648367,,
58055880,275099,648367,,
42348942,295128,164378,,
47103059,368884,985473,,
12284660,801641,648367,,
59080691,596849,763457,Warranty Extension,
59941433,319677,164378,,
15026229,214725,648367,,
95628999,838989,457953,,
96138812,204641,164378,,
82041819,781241,164378,,
44826647,308548,457953,,
71207657,788639,457953,,
58269420,773441,763457,Base Warranty,
88456440,710473,648367,,
64016565,280616,457953,,
88845283,926471,457953,,
15845481,420058,763457,Warranty Extension,
60848761,923618,164378,,
63738528,626643,457953,,
35709380,709787,763457,Base Warranty,
95208246,605917,648367,,
51584080,203063,648367,,
26445495,832795,457953,,
61353503,846758,164378,,
94532946,817618,763457,Warranty Extension,
40043704,589012,763457,Support Assist,
27112274,389576,648367,,
20009669,254755,164378,,
25326584,580822,985473,,
50301482,448922,164378,,
67745511,916834,648367,,
25909226,352019,457953,,
11364495,807476,763457,TechDirect,
54310930,213620,985473,,
26240914,510975,164378,,
66371608,682658,648367,,
28556157,920812,985473,,
10930400,335636,985473,,
85246935,758862,763457,FIX your PC,
96256801,986092,457953,,
92409659,647012,457953,,
15924331,358642,164378,,
28246206,640581,648367,,
80625299,822054,648367,,
12494255,251321,648367,,
25075609,875792,648367,,
71785847,432229,985473,,
15290032,306701,763457,Warranty Extension,
75296324,996381,164378,,
36593982,376941,648367,,
97945519,497576,648367,,
77346099,182058,457953,,
89484394,489450,763457,Premium Support Plus,
39376862,318089,457953,,
46689929,301953,164378,,
12041824,329907,985473,,
70598594,696295,763457,Premium Support,
70200391,635271,164378,,
65507908,315034,985473,,
63704062,285675,164378,,
93409170,177300,648367,,
27121149,814002,164378,,
32457338,580274,164378,,
40164046,863434,457953,,
25110151,768022,648367,,
27800309,292052,164378,,
90862896,395472,648367,,
81870902,669795,648367,,
96267500,259749,763457,Keep Your Hard Drive,
71932367,862228,763457,Warranty Extension,
10887154,882209,985473,,
25904960,840009,164378,,
74183855,413384,763457,Accidental Damage Service,
16185127,408482,457953,,
73864931,666407,648367,,
55683664,218533,648367,,
14580511,973342,457953,,
66403636,197578,457953,,
25904961,840009,164378,,
56323518,669996,164378,,
21081501,539579,648367,,
66006391,125872,457953,,
80632318,837426,164378,,
75965109,235913,648367,,
86241755,274339,985473,,
18478228,512957,164378,,
71990530,235415,648367,,
36303168,586433,763457,Support Assist,
66365385,255982,164378,,
31111376,357307,985473,,
83816194,667859,164378,,
18336443,503729,164378,,
32091631,637992,648367,,
40360807,809585,164378,,
61577625,960549,985473,,
81050529,232646,985473,,
42339067,741386,164378,,
21340847,184514,648367,,
33760246,447090,457953,,
98943303,272372,648367,,
36071732,901940,985473,,
41760027,863659,648367,,
58960208,482788,985473,,
49889211,390321,457953,,
33798022,984074,763457,TechDirect,
95062338,420425,648367,,
56153314,847428,164378,,
32856141,636027,164378,,
54619983,894744,457953,Pro Support,
50542823,745058,164378,,
47515571,814720,164378,,
66266302,799474,763457,FIX your PC,
97157851,430660,985473,,
56780986,502976,763457,Warranty Extension,
62500849,443961,985473,,
82385368,980544,648367,,
40364042,236627,985473,,
99127592,259771,763457,Premium Support Plus,
39393700,316153,763457,ProSupport,
18045598,602901,648367,,
96933012,319426,648367,,
15422261,717322,763457,Base Warranty,
36297497,603441,164378,,
66048424,316773,457953,,
53848362,561706,985473,,
84630036,283233,648367,,
44072143,360785,164378,,
45170856,568396,985473,,
38936576,569208,985473,,
36001428,862508,648367,,
16873924,595400,648367,,
19780846,391677,648367,,
15464011,629094,457953,,
86316497,538099,648367,,
71984533,447315,985473,,
46557313,866533,164378,,
72188433,223842,164378,,
85376607,695913,648367,,
62097524,703258,457953,,
37625722,799440,164378,,
66615936,322907,648367,,
64631998,927582,985473,,
29524594,421662,763457,Accidental Damage Service,
33374531,626217,164378,,
21159581,563278,648367,,
58868391,377693,457953,,
77765193,890991,386534,,
33374532,626217,164378,,
56245062,314801,164378,,
11341501,207814,386534,,
50033325,202115,386534,,
32432648,921413,386534,,
58497311,156912,386534,,
60243087,214684,164378,,
15631049,915227,164378,,
65505468,358685,164378,,
66054499,893055,985473,,
60518605,195707,386534,,
35572530,848244,457953,,
93732713,264711,386534,,
39339101,504189,386534,,
55508449,930232,763457,Support Assist,
18578350,163114,164378,,
67403108,653650,386534,,
66754864,114498,164378,,
56000137,879035,386534,,
43919638,644180,457953,,
61434867,228031,985473,,
75020464,338621,985473,,
42294564,920425,386534,,
16710249,378735,164378,,
33971163,781527,985473,,
76465014,517758,164378,,
46059662,419690,164378,,
89870119,215358,164378,,
15317356,268404,386534,,
77279487,844671,386534,,
86951447,631876,985473,,
55468699,666689,164378,,
15975677,317405,164378,,
11669718,266463,164378,,
26612311,326786,164378,,
94258700,812211,763457,TechDirect,
96562294,634529,164378,,
74377836,831799,386534,,
25160329,525091,985473,,
45354252,978800,386534,,
70490216,739146,985473,,
55431967,704797,164378,,
96991375,567772,164378,,
54369042,310173,763457,FIX your PC,
72991560,144548,164378,,
50983644,734469,164378,,
15372160,630016,457953,,
69393556,780778,457953,,
86468478,538505,164378,,
80935308,579723,386534,,
99967684,901762,763457,Warranty Extension,
42128184,765235,164378,,
48851951,186047,457953,,
43845442,389919,457953,,
63931386,990488,763457,Premium Support Plus,
20189117,385559,985473,,
81326851,998903,386534,,
55083503,929869,386534,,
63083802,435093,164378,,
71177782,858385,457953,,
35176536,716058,985473,,
27007347,371501,457953,,
28381767,330900,386534,,
94686943,508854,164378,,
18151096,417646,457953,,
69069243,196640,386534,,
70240722,732435,164378,,
97057893,784503,386534,,
18291347,705501,457953,,
75321146,655342,386534,,
35524069,945089,386534,,
18463209,935819,164378,,
77925890,772602,985473,,
32365751,890888,386534,,
88653103,927902,763457,Premium Support,
61532776,919021,164378,,
89717495,361407,164378,,
71438462,175904,763457,Keep Your Hard Drive,
93608639,251891,386534,,
58511322,965500,457953,,
85460553,166633,164378,,
58882149,259575,164378,,
71320876,836165,164378,,
83026274,484597,985473,,
36742735,682475,457953,,
43672599,825983,164378,,
24387896,128477,386534,,
91358729,744163,457953,,
34319529,383161,763457,Warranty Extension,
12186914,507995,763457,ProSupport,
59488771,508004,164378,,
73268394,662220,164378,,
86056754,347957,763457,Base Warranty,
80782397,790041,648367,,
76927621,243683,985473,,
32084432,820854,457953,Pro Support,
59759347,219494,648367,,
25066798,355333,985473,,
61272960,674758,164378,,
47610794,591213,985473,,
30357844,606551,763457,Accidental Damage Service,
19837384,321983,648367,,
35095753,280235,648367,,
32222958,814062,457953,,
83384089,375719,985473,,
15836299,812440,985473,,
56105694,526095,985473,,
23368507,480343,648367,,
64834884,387512,763457,Support Assist,
11635259,411827,457953,,
72197032,379192,164378,,
55704984,745056,457953,,
94093558,343590,648367,,
98399226,292943,648367,,
65787197,821131,457953,,
82676090,274488,648367,,
76437101,300647,164378,,
43498387,563480,763457,TechDirect,
34947895,695502,457953,,
89966116,593435,648367,,
81278914,628748,985473,,
17049359,391027,457953,,
81180853,777314,648367,,
45332048,987973,457953,,
87559174,414100,763457,FIX your PC,
76437102,300647,164378,,
15575603,128069,164378,,
43115265,953557,164378,,
32397023,741578,457953,,
46369767,528503,648367,,
68970799,992542,985473,,
58711388,292646,985473,,
47630007,704563,648367,,
73236187,698791,763457,Warranty Extension,
18287876,526168,648367,,
52446413,891639,648367,,
84378456,641307,457953,,
58733852,354053,164378,,
97398189,719451,985473,,
41687625,390131,457953,,
53643816,355249,164378,,
55741135,583972,648367,,
16509245,358904,457953,,
73059655,706362,648367,,
53138327,147225,763457,Premium Support Plus,
81633212,986041,763457,Premium Support,
56651867,929826,164378,,
12386718,995551,164378,,
27190211,607132,985473,,
44789334,290565,648367,,
20728134,296852,164378,,
13136386,608230,457953,,
11473029,850042,763457,Keep Your Hard Drive,
38310318,763441,763457,Warranty Extension,
23573218,828962,457953,,
94677587,493020,985473,,
55591113,530089,985473,,
15514262,386711,457953,Pro Support,
27389227,857807,648367,,
24857659,377190,164378,,
50753418,298803,648367,,
34866360,372452,164378,,
93976907,580489,457953,,
42433384,613875,985473,,
44045961,707888,457953,,
30122018,454442,985473,,
12473354,184562,648367,,
27680577,695969,164378,,
51763451,445332,763457,Base Warranty,
46722548,624271,457953,,
82405532,861922,648367,,
47806023,658898,985473,,
54429196,127075,648367,,
29707782,423011,164378,,
43421125,711581,648367,,
92261928,927847,164378,,
57406477,977563,457953,,
70597318,232875,648367,,
54811060,642447,164378,,
92671244,609424,648367,,
99631153,176971,164378,,
21492291,124449,457953,,
63288787,720547,985473,,
20935628,449995,457953,,
42126727,652873,164378,,
32928325,703906,648367,,
51744750,294025,164378,,
74639782,682902,164378,,
48319816,649679,164378,,
82186418,626899,164378,,
28192107,118144,985473,,
86305010,875693,164378,,
40299507,409197,164378,,
39369755,556895,164378,,
11030720,258062,164378,,
55028462,888447,164378,,
84891210,184520,985473,,
42463963,234615,985473,,
18561217,880500,164378,,
50220156,276557,164378,,
27277766,253914,763457,Base Warranty,
40781427,214151,763457,Warranty Extension,
45426815,600965,457953,,
89955999,582395,763457,Base Warranty,
50220157,276557,164378,,
55247450,268040,164378,,
57553575,265738,648367,,
69184076,386523,164378,,
26153787,738090,763457,Base Warranty,
38122150,597179,763457,Warranty Extension,
19651819,667427,985473,,
53267504,569695,164378,,
68633705,690528,985473,,
52706396,345118,985473,,
16400105,163411,648367,,
98057343,751229,164378,,
16364768,804129,457953,,
95780032,918594,457953,,
47246079,366810,457953,,
42944012,813992,985473,,
20600492,596960,763457,ProSupport,
72353992,930076,763457,Base Warranty,
53900613,606888,164378,,
60164493,381302,457953,,
22657027,365733,164378,,
31180809,211648,164378,,
83213915,998499,648367,,
97112719,275262,763457,Accidental Damage Service,
99543735,366361,164378,,
52215430,495571,648367,,
19090522,400422,457953,Pro Support,
87873724,641760,648367,,
49401603,216738,763457,Support Assist,
71111202,983720,648367,,
61299881,818136,164378,,
62772281,186578,763457,TechDirect,
93370059,299513,457953,,
28631675,361480,648367,,
33005257,473266,985473,,
46795854,967064,164378,,
78080526,720426,164378,,
20147380,811632,457953,,
79328268,428584,985473,,
52140892,961569,648367,,
71335544,488863,648367,,
92562067,694905,648367,,
27729527,768563,648367,,
31163796,194454,985473,,
96214487,476189,985473,,
87228658,786096,648367,,
33308604,557710,648367,,
78041809,861085,985473,,
94005716,374081,763457,FIX your PC,
11753261,954614,763457,Warranty Extension,
58104078,687789,648367,,
48632484,563948,164378,,
81563511,319531,164378,,
16295113,622824,164378,,
28624866,725043,985473,,
30002393,882089,648367,,
36741172,964283,648367,,
60449447,335484,648367,,
10587228,424085,164378,,
60010383,162785,457953,,
45144964,210955,164378,,
22296940,884750,164378,,
37532867,575116,457953,,
40020853,757652,164378,,
88610543,838027,164378,,
23895199,879616,985473,,
25629418,517817,763457,Premium Support Plus,
77208191,480982,985473,,
97812036,569298,648367,,
39093427,759808,985473,,
95855061,321903,164378,,
85558487,290293,648367,,
82530796,143317,164378,,
39340092,809667,985473,,
21920934,523237,648367,,
76512534,633556,164378,,
87917777,938396,985473,,
25956517,283154,164378,,
65068820,304382,763457,Premium Support,
82751065,685306,164378,,
47509566,153156,985473,,
70473562,306626,648367,,
83761540,341823,164378,,
15437581,471637,457953,,
80124530,431532,648367,,
33274643,781612,457953,,
20022178,542082,457953,,
77339358,550764,164378,,
68180641,154437,164378,,
12755530,176482,164378,,
56235424,666715,648367,,
65431545,138019,164378,,
89066468,842541,985473,,
48823687,873670,164378,,
86088359,290646,164378,,
